Gmt time,Open,High,Low,Close,Volume
20.10.2016 21:00:00.000,1.09288,1.09297,1.08592,1.08818,991273.1107000001
21.10.2016 21:00:00.000,1.08818,1.08818,1.08818,1.08818,0
22.10.2016 21:00:00.000,1.08818,1.08818,1.08818,1.08818,0
23.10.2016 21:00:00.000,1.08811,1.08996,1.08596,1.08811,527967.8341
24.10.2016 21:00:00.000,1.08812,1.09050,1.08511,1.08879,194777.57989999998
25.10.2016 21:00:00.000,1.08878,1.09464,1.08744,1.09076,190674.2921
26.10.2016 21:00:00.000,1.09076,1.09422,1.08826,1.08952,182073.6708
27.10.2016 21:00:00.000,1.08954,1.09917,1.08929,1.09824,193953.1895
28.10.2016 21:00:00.000,1.09824,1.09824,1.09824,1.09824,0
29.10.2016 21:00:00.000,1.09824,1.09824,1.09824,1.09824,0
30.10.2016 21:00:00.000,1.09896,1.09912,1.09359,1.09800,174688.0999
31.10.2016 21:00:00.000,1.09804,1.10690,1.09599,1.10552,223477.6518
01.11.2016 21:00:00.000,1.10552,1.11230,1.10496,1.10972,245625.81040000002
02.11.2016 21:00:00.000,1.10968,1.11259,1.10596,1.11042,253988.33100000003
03.11.2016 21:00:00.000,1.11042,1.11412,1.10798,1.11378,223908.8695
04.11.2016 21:00:00.000,1.11378,1.11378,1.11378,1.11378,0
05.11.2016 21:00:00.000,1.11378,1.11378,1.11378,1.11378,0
06.11.2016 22:00:00.000,1.10637,1.11103,1.10274,1.10401,230736.95929999996
07.11.2016 22:00:00.000,1.10401,1.10669,1.10088,1.10256,208387.6882
08.11.2016 22:00:00.000,1.10256,1.12995,1.09070,1.09094,433704.04240000003
09.11.2016 22:00:00.000,1.09094,1.09537,1.08649,1.08914,314775.8384
10.11.2016 22:00:00.000,1.08906,1.09234,1.08303,1.08516,295545.4392
11.11.2016 22:00:00.000,1.08516,1.08516,1.08516,1.08516,0
12.11.2016 22:00:00.000,1.08516,1.08516,1.08516,1.08516,0
13.11.2016 22:00:00.000,1.08330,1.08401,1.07091,1.07364,365084.8177000001
14.11.2016 22:00:00.000,1.07362,1.08166,1.07141,1.07206,307281.33940000006
15.11.2016 22:00:00.000,1.07206,1.07595,1.06661,1.06906,282528.1895
16.11.2016 22:00:00.000,1.06904,1.07455,1.06199,1.06262,247077.7725
17.11.2016 22:00:00.000,1.06268,1.06428,1.05692,1.05866,269817.80939999997
18.11.2016 22:00:00.000,1.05866,1.05866,1.05866,1.05866,0
19.11.2016 22:00:00.000,1.05866,1.05866,1.05866,1.05866,0
20.11.2016 22:00:00.000,1.05922,1.06491,1.05788,1.06272,237146.5517
21.11.2016 22:00:00.000,1.06272,1.06579,1.05836,1.06260,221212.4597
22.11.2016 22:00:00.000,1.06263,1.06436,1.05263,1.05534,219685.73200000002
23.11.2016 22:00:00.000,1.05527,1.05852,1.05180,1.05518,186858.4403
24.11.2016 22:00:00.000,1.05501,1.06273,1.05384,1.05901,219010.8309
25.11.2016 22:00:00.000,1.05901,1.05901,1.05901,1.05901,0
26.11.2016 22:00:00.000,1.05901,1.05901,1.05901,1.05901,0
27.11.2016 22:00:00.000,1.06111,1.06856,1.05636,1.06133,233019.85860000004
28.11.2016 22:00:00.000,1.06130,1.06542,1.05649,1.06492,229007.07899999997
29.11.2016 22:00:00.000,1.06490,1.06666,1.05527,1.05881,276131.9304
30.11.2016 22:00:00.000,1.05879,1.06688,1.05846,1.06607,280563.0767
01.12.2016 22:00:00.000,1.06602,1.06898,1.06253,1.06632,253743.26069999998
02.12.2016 22:00:00.000,1.06632,1.06632,1.06632,1.06632,0
03.12.2016 22:00:00.000,1.06632,1.06632,1.06632,1.06632,0
04.12.2016 22:00:00.000,1.06262,1.07963,1.05055,1.07635,326377.22089999996
05.12.2016 22:00:00.000,1.07633,1.07853,1.06986,1.07185,218259.03800000003
06.12.2016 22:00:00.000,1.07165,1.07684,1.07098,1.07526,175770.19989999998
07.12.2016 22:00:00.000,1.07523,1.08734,1.05973,1.06144,246347.81829999998
08.12.2016 22:00:00.000,1.06145,1.06297,1.05310,1.05591,200763.1794
09.12.2016 22:00:00.000,1.05591,1.05591,1.05591,1.05591,0
10.12.2016 22:00:00.000,1.05591,1.05591,1.05591,1.05591,0
11.12.2016 22:00:00.000,1.05312,1.06517,1.05254,1.06342,219920.98930000002
12.12.2016 22:00:00.000,1.06341,1.06671,1.06037,1.06246,209495.5598
13.12.2016 22:00:00.000,1.06246,1.06700,1.04965,1.05335,229415.53870000003
14.12.2016 22:00:00.000,1.05335,1.05390,1.03665,1.04131,285811.2725999999
15.12.2016 22:00:00.000,1.04131,1.04742,1.04008,1.04483,217448.8784
16.12.2016 22:00:00.000,1.04483,1.04483,1.04483,1.04483,0
17.12.2016 22:00:00.000,1.04483,1.04483,1.04483,1.04483,0
18.12.2016 22:00:00.000,1.04385,1.04795,1.03924,1.04027,187430.5911
19.12.2016 22:00:00.000,1.04027,1.04178,1.03523,1.03882,188486.90869999994
20.12.2016 22:00:00.000,1.03883,1.04511,1.03824,1.04237,173049.5595
21.12.2016 22:00:00.000,1.04239,1.04993,1.04229,1.04360,171129.2509
22.12.2016 22:00:00.000,1.04357,1.04690,1.04265,1.04532,117319.97929999999
23.12.2016 22:00:00.000,1.04532,1.04532,1.04532,1.04532,0
24.12.2016 22:00:00.000,1.04532,1.04532,1.04532,1.04532,0
25.12.2016 22:00:00.000,1.04416,1.04674,1.04380,1.04511,99108.63979999998
26.12.2016 22:00:00.000,1.04506,1.04633,1.04324,1.04553,109398.33989999998
27.12.2016 22:00:00.000,1.04544,1.04798,1.03721,1.04112,151221.28
28.12.2016 22:00:00.000,1.04110,1.04939,1.04083,1.04894,171482.13050000003
29.12.2016 22:00:00.000,1.04868,1.06526,1.04829,1.05150,214355.26950000002
30.12.2016 22:00:00.000,1.05150,1.05150,1.05150,1.05150,0
31.12.2016 22:00:00.000,1.05150,1.05150,1.05150,1.05150,0
01.01.2017 22:00:00.000,1.05148,1.05288,1.04501,1.04542,79355.61000000002
02.01.2017 22:00:00.000,1.04535,1.04901,1.03403,1.04054,218401.31090000007
03.01.2017 22:00:00.000,1.04051,1.04998,1.03900,1.04889,231031.0592
04.01.2017 22:00:00.000,1.04889,1.06153,1.04807,1.06058,272354.46869999997
05.01.2017 22:00:00.000,1.06053,1.06221,1.05250,1.05290,232906.8496
06.01.2017 22:00:00.000,1.05290,1.05290,1.05290,1.05290,0
07.01.2017 22:00:00.000,1.05290,1.05290,1.05290,1.05290,0
08.01.2017 22:00:00.000,1.05300,1.05828,1.05109,1.05726,218214.1105
09.01.2017 22:00:00.000,1.05728,1.06272,1.05509,1.05540,230451.78100000008
10.01.2017 22:00:00.000,1.05548,1.06229,1.04538,1.05822,285589.92870000005
11.01.2017 22:00:00.000,1.05824,1.06847,1.05714,1.06123,282270.73099999997
12.01.2017 22:00:00.000,1.06121,1.06734,1.05961,1.06420,233694.03830000001
13.01.2017 22:00:00.000,1.06420,1.06420,1.06420,1.06420,0
14.01.2017 22:00:00.000,1.06420,1.06420,1.06420,1.06420,0
15.01.2017 22:00:00.000,1.06039,1.06358,1.05793,1.05986,174768.77030000003
16.01.2017 22:00:00.000,1.05986,1.07191,1.05974,1.07135,285569.9111
17.01.2017 22:00:00.000,1.07126,1.07151,1.06285,1.06293,240388.55820000003
18.01.2017 22:00:00.000,1.06293,1.06766,1.05892,1.06634,276420.1204
19.01.2017 22:00:00.000,1.06630,1.07094,1.06251,1.06990,232571.27969999998
20.01.2017 22:00:00.000,1.06990,1.06990,1.06990,1.06990,0
21.01.2017 22:00:00.000,1.06990,1.06990,1.06990,1.06990,0
22.01.2017 22:00:00.000,1.07027,1.07688,1.06941,1.07634,218073.02000000002
23.01.2017 22:00:00.000,1.07635,1.07749,1.07204,1.07310,192187.1805
24.01.2017 22:00:00.000,1.07309,1.07698,1.07112,1.07470,233525.01030000002
25.01.2017 22:00:00.000,1.07470,1.07655,1.06576,1.06827,242892.66940000004
26.01.2017 22:00:00.000,1.06826,1.07250,1.06584,1.06958,216545.39329999997
27.01.2017 22:00:00.000,1.06958,1.06958,1.06958,1.06958,0
28.01.2017 22:00:00.000,1.06958,1.06958,1.06958,1.06958,0
29.01.2017 22:00:00.000,1.07213,1.07402,1.06203,1.06948,213630.29030000002
30.01.2017 22:00:00.000,1.06948,1.08122,1.06846,1.07974,283173.4118
31.01.2017 22:00:00.000,1.07972,1.08073,1.07310,1.07681,244311.7493
01.02.2017 22:00:00.000,1.07686,1.08288,1.07560,1.07578,244494.17999999996
02.02.2017 22:00:00.000,1.07575,1.07975,1.07115,1.07818,233628.4015
03.02.2017 22:00:00.000,1.07818,1.07818,1.07818,1.07818,0
04.02.2017 22:00:00.000,1.07818,1.07818,1.07818,1.07818,0
05.02.2017 22:00:00.000,1.07896,1.07915,1.07059,1.07494,221099.2716
06.02.2017 22:00:00.000,1.07502,1.07506,1.06561,1.06830,231860.9483
07.02.2017 22:00:00.000,1.06832,1.07139,1.06407,1.06983,238445.55990000002
08.02.2017 22:00:00.000,1.06980,1.07095,1.06509,1.06545,233800.94669999997
09.02.2017 22:00:00.000,1.06545,1.06677,1.06077,1.06397,243459.7512
10.02.2017 22:00:00.000,1.06397,1.06397,1.06397,1.06397,0
11.02.2017 22:00:00.000,1.06397,1.06397,1.06397,1.06397,0
12.02.2017 22:00:00.000,1.06285,1.06585,1.05920,1.05979,199877.73070000001
13.02.2017 22:00:00.000,1.05975,1.06333,1.05608,1.05774,219755.63110000003
14.02.2017 22:00:00.000,1.05774,1.06092,1.05214,1.05999,238988.1102
15.02.2017 22:00:00.000,1.05998,1.06794,1.05911,1.06733,246289.71089999995
16.02.2017 22:00:00.000,1.06733,1.06767,1.06054,1.06114,209979.84840000002
17.02.2017 22:00:00.000,1.06114,1.06114,1.06114,1.06114,0
18.02.2017 22:00:00.000,1.06114,1.06114,1.06114,1.06114,0
19.02.2017 22:00:00.000,1.06075,1.06329,1.06031,1.06108,145367.7991
20.02.2017 22:00:00.000,1.06108,1.06150,1.05258,1.05366,226059.87919999997
21.02.2017 22:00:00.000,1.05366,1.05740,1.04938,1.05573,270228.0203
22.02.2017 22:00:00.000,1.05568,1.05952,1.05376,1.05815,239946.89829999997
23.02.2017 22:00:00.000,1.05817,1.06179,1.05565,1.05595,239719.358
24.02.2017 22:00:00.000,1.05595,1.05595,1.05595,1.05595,0
25.02.2017 22:00:00.000,1.05595,1.05595,1.05595,1.05595,0
26.02.2017 22:00:00.000,1.05637,1.06306,1.05515,1.05859,224388.3294
27.02.2017 22:00:00.000,1.05866,1.06301,1.05693,1.05762,255313.4808
28.02.2017 22:00:00.000,1.05762,1.05894,1.05142,1.05471,286450.5518
01.03.2017 22:00:00.000,1.05471,1.05511,1.04948,1.05064,243100.3623
02.03.2017 22:00:00.000,1.05055,1.06239,1.05022,1.06203,248287.93000000005
03.03.2017 22:00:00.000,1.06203,1.06203,1.06203,1.06203,0
04.03.2017 22:00:00.000,1.06203,1.06203,1.06203,1.06203,0
05.03.2017 22:00:00.000,1.06097,1.06399,1.05747,1.05807,201595.9798
06.03.2017 22:00:00.000,1.05805,1.06025,1.05581,1.05663,192012.30890000003
07.03.2017 22:00:00.000,1.05655,1.05741,1.05347,1.05402,204400.5686
08.03.2017 22:00:00.000,1.05398,1.06151,1.05249,1.05766,231916.9103
09.03.2017 22:00:00.000,1.05766,1.06990,1.05721,1.06728,216220.3113
10.03.2017 22:00:00.000,1.06728,1.06728,1.06728,1.06728,0
11.03.2017 22:00:00.000,1.06728,1.06728,1.06728,1.06728,0
12.03.2017 21:00:00.000,1.06747,1.07142,1.06520,1.06536,207691.94019999995
13.03.2017 21:00:00.000,1.06531,1.06624,1.06003,1.06035,181541.13869999998
14.03.2017 21:00:00.000,1.06038,1.07399,1.06032,1.07339,206466.3189
15.03.2017 21:00:00.000,1.07330,1.07702,1.07057,1.07652,238707.0599
16.03.2017 21:00:00.000,1.07652,1.07823,1.07274,1.07382,196454.0994
17.03.2017 21:00:00.000,1.07382,1.07382,1.07382,1.07382,0
18.03.2017 21:00:00.000,1.07382,1.07382,1.07382,1.07382,0
19.03.2017 21:00:00.000,1.07318,1.07772,1.07251,1.07393,167761.7289
20.03.2017 21:00:00.000,1.07390,1.08191,1.07190,1.08097,223744.34250000003
21.03.2017 21:00:00.000,1.08092,1.08245,1.07758,1.07963,222410.72919999994
22.03.2017 21:00:00.000,1.07962,1.08048,1.07680,1.07830,206456.05049999998
23.03.2017 21:00:00.000,1.07830,1.08179,1.07602,1.07969,197221.95100000003
24.03.2017 21:00:00.000,1.07969,1.07969,1.07969,1.07969,0
25.03.2017 21:00:00.000,1.07969,1.07969,1.07969,1.07969,0
26.03.2017 21:00:00.000,1.08350,1.09058,1.08264,1.08638,192228.5918
27.03.2017 21:00:00.000,1.08640,1.08725,1.07988,1.08125,166485.891
28.03.2017 21:00:00.000,1.08114,1.08264,1.07398,1.07655,178126.7309
29.03.2017 21:00:00.000,1.07654,1.07696,1.06718,1.06744,162582.93869999997
30.03.2017 21:00:00.000,1.06743,1.07018,1.06508,1.06528,191398.85989999998
31.03.2017 21:00:00.000,1.06528,1.06528,1.06528,1.06528,0
01.04.2017 21:00:00.000,1.06528,1.06528,1.06528,1.06528,0
02.04.2017 21:00:00.000,1.06594,1.06809,1.06423,1.06691,173710.2
03.04.2017 21:00:00.000,1.06688,1.06770,1.06355,1.06729,163350.73119999995
04.04.2017 21:00:00.000,1.06729,1.06889,1.06349,1.06627,194679.1302
05.04.2017 21:00:00.000,1.06625,1.06840,1.06289,1.06438,182825.11819999997
06.04.2017 21:00:00.000,1.06438,1.06659,1.05806,1.05889,204616.2789
07.04.2017 21:00:00.000,1.05889,1.05889,1.05889,1.05889,0
08.04.2017 21:00:00.000,1.05889,1.05889,1.05889,1.05889,0
09.04.2017 21:00:00.000,1.05866,1.06064,1.05698,1.05957,146447.4108
10.04.2017 21:00:00.000,1.05954,1.06299,1.05785,1.06042,158185.9383
11.04.2017 21:00:00.000,1.06042,1.06751,1.05890,1.06651,181575.12170000002
12.04.2017 21:00:00.000,1.06651,1.06775,1.06094,1.06131,165645.70050000004
13.04.2017 21:00:00.000,1.06131,1.06294,1.06060,1.06105,61636.629799999995
14.04.2017 21:00:00.000,1.06105,1.06105,1.06105,1.06105,0
15.04.2017 21:00:00.000,1.06105,1.06105,1.06105,1.06105,0
16.04.2017 21:00:00.000,1.06129,1.06703,1.06028,1.06424,107587.67999999998
17.04.2017 21:00:00.000,1.06418,1.07359,1.06372,1.07296,189044.2294
18.04.2017 21:00:00.000,1.07296,1.07367,1.06998,1.07101,156784.9089
19.04.2017 21:00:00.000,1.07092,1.07775,1.07086,1.07165,163100.9222
20.04.2017 21:00:00.000,1.07164,1.07379,1.06822,1.07237,154282.48189999998
21.04.2017 21:00:00.000,1.07237,1.07237,1.07237,1.07237,0
22.04.2017 21:00:00.000,1.07237,1.07237,1.07237,1.07237,0
23.04.2017 21:00:00.000,1.09164,1.09164,1.08207,1.08672,217866.19210000001
24.04.2017 21:00:00.000,1.08672,1.09499,1.08512,1.09258,179273.82080000004
25.04.2017 21:00:00.000,1.09247,1.09507,1.08557,1.09037,201855.34970000002
26.04.2017 21:00:00.000,1.09037,1.09327,1.08517,1.08718,179525.1195
27.04.2017 21:00:00.000,1.08716,1.09474,1.08571,1.08961,170711.07800000004
28.04.2017 21:00:00.000,1.08961,1.08961,1.08961,1.08961,0
29.04.2017 21:00:00.000,1.08961,1.08961,1.08961,1.08961,0
30.04.2017 21:00:00.000,1.09099,1.09239,1.08840,1.08982,84550.53020000001
01.05.2017 21:00:00.000,1.08985,1.09330,1.08881,1.09293,134849.4901
02.05.2017 21:00:00.000,1.09294,1.09367,1.08827,1.08856,152766.1502
03.05.2017 21:00:00.000,1.08845,1.09870,1.08749,1.09845,186126.57829999994
04.05.2017 21:00:00.000,1.09843,1.09995,1.09494,1.09950,166609.76919999998
05.05.2017 21:00:00.000,1.09950,1.09950,1.09950,1.09950,0
06.05.2017 21:00:00.000,1.09950,1.09950,1.09950,1.09950,0
07.05.2017 21:00:00.000,1.10188,1.10216,1.09164,1.09235,185944.56
08.05.2017 21:00:00.000,1.09237,1.09333,1.08633,1.08730,175490.73799999998
09.05.2017 21:00:00.000,1.08729,1.08980,1.08532,1.08673,159573.0198
10.05.2017 21:00:00.000,1.08672,1.08929,1.08390,1.08612,143313.2888
11.05.2017 21:00:00.000,1.08612,1.09342,1.08556,1.09310,153079.36050000004
12.05.2017 21:00:00.000,1.09310,1.09310,1.09310,1.09310,0
13.05.2017 21:00:00.000,1.09310,1.09310,1.09310,1.09310,0
14.05.2017 21:00:00.000,1.09288,1.09893,1.09225,1.09749,141905.8898
15.05.2017 21:00:00.000,1.09748,1.10971,1.09731,1.10826,166758.2496
16.05.2017 21:00:00.000,1.10824,1.11620,1.10794,1.11584,213770.8618
17.05.2017 21:00:00.000,1.11584,1.11719,1.10757,1.11028,258961.56880000004
18.05.2017 21:00:00.000,1.11026,1.12117,1.10968,1.12065,213159.79909999995
19.05.2017 21:00:00.000,1.12065,1.12065,1.12065,1.12065,0
20.05.2017 21:00:00.000,1.12065,1.12065,1.12065,1.12065,0
21.05.2017 21:00:00.000,1.11917,1.12634,1.11614,1.12372,204314.0706
22.05.2017 21:00:00.000,1.12372,1.12682,1.11750,1.11826,239523.55229999995
23.05.2017 21:00:00.000,1.11822,1.12199,1.11685,1.12185,229263.07210000002
24.05.2017 21:00:00.000,1.12182,1.12503,1.11937,1.12102,196428.57089999996
25.05.2017 21:00:00.000,1.12101,1.12346,1.11605,1.11799,192234.75000000003
26.05.2017 21:00:00.000,1.11799,1.11799,1.11799,1.11799,0
27.05.2017 21:00:00.000,1.11799,1.11799,1.11799,1.11799,0
28.05.2017 21:00:00.000,1.11701,1.11898,1.11618,1.11624,110771.70980000001
29.05.2017 21:00:00.000,1.11623,1.12054,1.11094,1.11856,191153.8295
30.05.2017 21:00:00.000,1.11854,1.12521,1.11645,1.12431,187343.1204
31.05.2017 21:00:00.000,1.12430,1.12566,1.12021,1.12122,167623.9205
01.06.2017 21:00:00.000,1.12124,1.12850,1.12049,1.12825,163181.93870000003
02.06.2017 21:00:00.000,1.12825,1.12825,1.12825,1.12825,0
03.06.2017 21:00:00.000,1.12825,1.12825,1.12825,1.12825,0
04.06.2017 21:00:00.000,1.12703,1.12837,1.12342,1.12541,120962.4694
05.06.2017 21:00:00.000,1.12543,1.12842,1.12404,1.12771,165966.35889999996
06.06.2017 21:00:00.000,1.12771,1.12823,1.12039,1.12554,187782.9916
